uti,reported_notional,reported_counterparty
UTI00147486D42AL282MRYILBJ76629,1252618.37,Client_12
UTI00140201754GEFAL0CXLYU71VH3L,6921212.91,Client_85
UTI00091211J2SP97BMR70HTFEITQBB,9438881.28,Client_289
UTI00068639BMBUZY49RS9IHBC6H14P,5313612.34,Client_244
UTI000116275Q9K8UOIGPPDVPTYMX5Q,4831743.73,Client_105
UTI00122242EJ7P5H89ZYMJ3C2608CM,349476.08,Client_387
UTI00107431NDLQVV3DR9WKUF76SXFD,5236914.97,Client_271
UTI00108648FGHDY5O5O0AZMEYE58SO,4200732.04,Client_339
UTI00132408OOLLRIL9IPUFKIYUNOR8,9877852.85,Client_364
UTI00070962DWKVZU214NRIFG4FAXL4,4330281.3,Client_111
UTI00130136RZVKJ6BL7180AKNTQVKR,4750477.27,Client_103
UTI00000760Q11PHLSQK7MEHZS8F093,251269.5,Client_284
UTI00113510P4I2S2IMNSXXZE9D719B,6510080.41,Client_167
UTI00117178DCGUXRS12QBTQY7NRCP7,287269.3,Client_57
UTI00088268ZPUCLJ82KRMBEPJNFVTD,8909147.14,Client_126
UTI00144784CRWMZGDVZ27IZ0RURXRB,4867612.03,Client_441
UTI0006903251FL2WT0FR0Q1S37LA7K,2787755.35,Client_62
UTI000096485WG8SC6B8544VE91U8AP,861475.1,Client_26
UTI00069274IWJ9WAW0XZHPJ063PBLD,7135193.99,Client_420
UTI00104689LYJGRP4Y6WTP7LO5AF8T,8130641.93,Unknown_Client
UTI00000114M81CMFTDRLUXM60AN0JB,698077.07,Client_83
UTI00103026CISBQYZYZAVJ73ET7ZBV,6295573.83,Client_6
UTI00018410TAQAVEY8MTZJISVF5H2T,1664709.59,Client_359
UTI00060136K4FGJNG3G5744D91OMUB,3409836.77,Client_341
UTI00046284MA2O85BKT99ULOADJMPO,5613320.71,Client_406
UTI00131388PBNFZL1LCYUHGXH6XZJF,9532392.68,Client_238
UTI00024345OFNDL0I3U0PGW7RY05VD,265650.58,Client_397
UTI00096257C4V9QCTGHT5UY1SJCL25,9013840.42,Client_357
UTI00030517RNGWO3HCVJGLB54Y7O9W,4930503.23,Client_436
UTI00090346LEWM9EQ170X372HNXY9O,8731507.78,Client_212
UTI00088608OHOY4MCTM25IY9HV3YDO,1625378.72,Client_154
UTI000692233RK9ZJGFMC5LB0ARDWJ4,5821563.05,Client_156
UTI00135013R7D7O2MQXP1FP5JKX3B9,1319105.4,Client_13
UTI001449947R08SMDVR0G2K3WNEWZY,2410316.91,Client_466
UTI00018095GKPJXT7TNK3MS4R6YTAQ,4047953.62,Wrong_Client_312
UTI00129358SE3UN0DPONYX2Q09RVDN,2973809.58,Client_234
UTI00076990JDPBAMQZNNTRS4YKUB11,9257150.69,Client_337
UTI00111416ZLFWH79T4HTJ6590CIOV,7980164.22,Client_387
UTI00101057AWL1P3SR2NUMPNHQCB4Y,3086661.54,Client_66
UTI00121088EGPQ94JCBYKOSH4WXUDZ,610924.06,Client_429
UTI00055247CVK9IT1Z89XMXXQJVWN2,9308963.28,Client_383
UTI001008371Z2F4D4AWQLCR6R0JS6M,5595957.13,Client_481
UTI00017697CFRATS00130GBUQ5CB8R,2919826.05,Client_202
UTI00091023V0V3G4AJIBIQS7GYY777,5922839.26,Client_484
UTI00002800FHO359GOE5V7YKT2SDFI,8994441.83,Client_467
UTI00145610OGS0SHX3R8DW2GUUAOAJ,5934681.03,Client_499
UTI00106130Y3VGIIRDR6KLVM4YG039,7418837.08,Client_364
UTI00045913M8B9UISH5N76NJH2Q5KO,1008092.14,Client_418
UTI00075189XKJKWFH1V7TKBIH9F00B,3774676.53,Client_193
UTI00100052EH5L5EL8C9JX0JSB42D8,6918687.5,Client_64
UTI00037185Z7CLGC5WU1E7IB0JNTCE,7902192.36,Client_34
UTI0004113577NBUHIJ0E2B4L2PJVW5,3558129.49,Client_253
UTI00041326YGC3ACUMV7BPZGBSZU48,7349573.38,Client_391
UTI000777990TPQJ2SNZ8YQU1BI1EUK,6747566.17,Client_372
UTI00120820HLQHTWJMR88P8GNCENB0,4306507.51,Client_74
UTI00113229ZNGFKUN4EG13N67PG2UD,2632828.83,Client_399
UTI00102990OQ0BSB3IZ3VW28O1IKTK,1107337.15,Client_310
UTI000647694O2L9T7NL18OSE70B4F5,1880406.98,Client_467
UTI001427224XEMWDE3T0R5330ZBLOG,6578518.07,Client_17
UTI00022251COSU93S9394ROG0X65E4,2674740.59,Client_69
UTI00043936ACBIPL6B4VGOJR0TJAS2,2566272.08,Client_299
UTI00118339OQBR4ICQ997RZB3P9Y4Q,1803023.42,Client_293
UTI00115878MCQWGSOUZNKMQ7BK2G00,6754654.71,Client_87
UTI00021281DKH08HBYIIX9F351QGU8,6992879.79,Client_207
UTI00082236OGBJQ8TSE2CY2G4A7KYR,2077059.45,Client_150
UTI001015068CJVSQ7FOD5YML7DY3Y8,4417676.89,Client_474
UTI0005070582X3Y1N6IMK02G5J9B2E,5358015.83,Client_30
UTI00144948IKCLXX4N0PV4EQPLVPUQ,5224780.75,Client_171
UTI00028048Y8FCRUVGBYI423J4V2RJ,6567877.8,Client_147
UTI00131124U01OTW489IUNWO23H2VL,2917264.28,Client_123
UTI000077697T987DCD633ZVRNNSUH4,7599186.55,Client_455
UTI00148158MT9ES4S9C688HPJ7P0JV,7645446.23,Client_74
UTI00016262YMF5M2KD1OI0ZWSXL0IQ,1069581.72,Client_355
UTI00005249L0P48Q7DRQFD2PCASHTV,5330809.7,Client_436
UTI00130950EOMH5R76FL94HL94E33W,1024454.81,Client_61
UTI00072186HOBK7ZSYQO4QYCQKO3VE,6882294.08,Wrong_Client_187
UTI00127196CX9SIHXF5AQLL2IVEP2G,5421343.11,Client_124
UTI00132629AGW2BOB5P8YTH15N2BPZ,318892.95,Client_333
UTI000622158ZXRID1ADX6FQ8QL63C8,8043406.54,Client_147
UTI00094649RTW001APN2PPOOC2O8XN,2399062.88,Client_139
UTI00123344YCP401ZUPUC11G91L2PR,2665908.9,Client_423
UTI00119383F220HPXWLTN9UIZKZGMS,9711416.09,Unknown_Client
UTI00088560C7E57D194Y7M6D0K1XTT,7822694.42,Client_408
UTI00139135A89K3LWHFOOIT2J1O03R,9129997.73,Client_123
UTI00088442P0D5KE7H557FPE3QW98R,6346770.24,Client_389
UTI00074780PWEWZYIH0LOG1K55LEUJ,564737.55,Client_144
UTI000937714DK2FYDNZ2BG9MQXJEV9,7719299.2,Client_103
UTI00087022REI0N43R7SHGLZ6MUSWB,1659956.14,Client_410
UTI00071229WQJ3RRP1M85Y8WYCTOUS,4636501.11,Client_225
UTI00085176LTKYPGWOS5I7BTISWIDE,4730431.25,Client_212
UTI00124888PKVZTKZ2UABMR02E8ZZJ,1784699.75,Client_351
UTI00058569WLZ6MY216M4R54UK6PZT,5757882.98,Client_44
UTI00147011NRCWBY89N3LDNDRCP5YL,5948038.77,Client_359
UTI00047028ZV26Q3GJV1N2HFFLSQ62,9718878.6,Client_62
UTI00121950X4PINM00H5002V5XZB2V,5417615.92,Client_261
UTI001229963IMK5YA0GJ5GN11RIKUK,7843598.56,Client_4
UTI00082717EGQR0IL550ZPPSSUQ3V1,7543189.13,Client_462
UTI0008735053JDT50XCO664OGG9YJ7,161070.88,Client_193
UTI00086372R02M8OQWHLRJXBV3UDJJ,1399472.26,Client_87
UTI00066422C0AT7I8Q5HDMBOOPZI2E,946118.4,Client_299
UTI00138905OOSAUHUWIGPBEPVIR5KX,4945863.89,Client_139
UTI00118953EEWQYVC9SY5ZU4ITPONB,7270826.39,Client_290
UTI00012700I52F61ZZ9DRAYTS1N4YW,7827224.8,Client_452
UTI000483168CU6OUGDPRWYXTWTSPVS,1000000.0,Unknown_Client
UTI00052983FC8CJBXN25ZJJIASHIPF,9559500.56,Client_350
UTI00054901TUZ3NELS8CK4YPKIIMSU,6677201.94,Client_434
UTI00023514MSAWZ80GZD44TQE6I7SV,2618242.88,Client_384
UTI00009867613Q6JVH0AFI9II5ZPNA,9014548.63,Client_94
UTI00047818PUJYD28KWSTRZHW2W9LA,891145.26,Client_421
UTI000033339MVHF616C9TAZ4RFTG7A,6843079.11,Client_248
UTI00117298NYZEIQ9M0IAIDNMXMCHD,9445980.06,Client_12
UTI000225076K1VO6IFA9KY09P54D2N,1000000.0,Client_221
UTI000754899QH8QEBAJ940FHFCRKD8,4925888.27,Client_304
UTI00056816XV2G8WNGW4CQAQW3YTNS,9632495.3,Client_197
UTI0010833563O47O4R0AZVHEF6JBPJ,8768185.71,Client_473
UTI00090513GKV8W76U6NXMEPI88L62,7478896.6,Client_237
UTI00140245L8G70624FFTNVD279ODQ,9635786.62,Client_362
UTI00006225O3AR0MOLTCA638RIFTNP,4127821.6,Client_189
UTI00048872EVB8RGR6JR10YE3BEW0D,5456231.95,Client_257
UTI000955089GE7L98QH1DBTSH4U9EM,6713760.03,Client_302
UTI00034401Z10FRI80J4CHLN7ZJCSE,6071587.23,Client_234
UTI000323125I7XO5O3YAXP3WPKJ7TU,3676413.55,Client_8
UTI00091605UMOLRGFI6XQ1Y0N06LUM,5822089.98,Client_395
UTI000310385ETTTS2FP8RSB2O6MDRI,970165.0,Client_88
UTI00024370WF0PH6I6N0A9UQM4H87P,7355218.37,Client_61
UTI000104273B3Z351FZCW2FFYA9YDP,2453837.08,Client_112
UTI00139545JRUSTR796W5KMSYSP5ZV,4603239.75,Client_365
UTI000735411H6SGQ1A2LEGRJNO79YC,4511387.72,Client_12
UTI00033553LGCSOVIEYDCADYU2LCOW,149902.55,Client_247
UTI000243054U919U3HYJZMCUP5R9E8,3032645.58,Client_80
UTI00117248HJ8WNG990R43Q2E8S53S,6514175.23,Client_487
UTI00132789FDQ0H08MLIC6QRSWTAC8,8597615.77,Client_468
UTI00063918Q81YDJ2VTWLM1Z17J0IL,5206956.1,Client_59
UTI00079458GN3DY7KEG0WZSAIE2XZQ,8194298.31,Client_468
UTI00040590D2WR2RP07T4I45GRKFGA,3183228.91,Client_104
UTI00029496VPK2SLFLN5BEW9YWJZG4,7889848.0,Client_460
UTI001150438B5FI6ONPQ596RFTDNNQ,6594510.59,Client_70
UTI001244726C0QY07R2UT6ZKWF7GS7,9336760.57,Client_425
UTI00104633B830WETA1UA3P5H5WUEW,9888095.0,Client_113
UTI00128676BGHGG2FIWLB2G0EIFFMG,9874967.48,Client_81
UTI000008308Y8F881EN699FIA2QSU2,4916142.71,Client_470
UTI00076019MTE92ET6OXJY5R2JYK6U,2001879.62,Client_461
UTI00128112FVIYWESIT9I93A8FKZXH,7432967.25,Client_161
UTI00091625E2XXV16FNEEEBZD0M7ML,9832676.71,Client_268
UTI00143982YGQEJG324FGNWZWN4JB1,1611512.94,Client_285
UTI00056185P9CEBVAJ03GIYEQLQ584,902484.83,Client_230
UTI00004955TK5E13AF3WJ6XUQZ91TW,5201871.29,Client_261
UTI00061612JWOOFA6EXK4EYU6T568K,7668804.48,Client_352
UTI00149640EHCFHOGK7T6I4T00JQTK,9635471.99,Client_67
UTI00065279OVFABB99DWFHQXCRITK5,237977.64,Client_157
UTI00100446TTD5U63TY7MBWNR1F5E5,4767012.78,Client_44
UTI00016287TOYFIM3UBQSH1EH1C7UO,4855662.64,Client_57
UTI000199512J4TGF3KK4P7X829JXO9,7579189.41,Client_163
UTI00071108RK2V2B4OX35Q1ALIENJ4,710150.63,Client_170
UTI000331481KG6YGF0UBLRNX7ISV6R,2041284.99,Client_12
UTI00108525Q8VW08FSQVIEDC8MVCVB,4746843.01,Client_287
UTI00032134G4L8O4YF3V3ALA13ZWIR,6867722.53,Client_35
UTI00127757R951S05QZJ9B6Z61CJW8,5363366.69,Client_454
UTI001045012FWMVBRDNDEXZU5BEYNW,3358500.14,Client_424
UTI00010935ORLRUTNRQ6JSMC9HXHYA,8650440.28,Client_264
UTI00127446XJ2PTNAZB4ZAAKROEMI5,6665128.07,Client_70
UTI00005170IJRQOP1DFEL4PCTG3HSA,302359.52,Client_490
UTI00065723RXQ73ZJHXHRD50PM5QPF,1078744.65,Client_18
UTI00108701WNCGJC16BRIRFY5SFMAJ,4238372.84,Client_286
UTI00080560D1W2M9TKU5P1DVYGMOU2,9370346.84,Client_7
UTI000233559PWIY39QW3AZC46E6EVS,6739662.83,Unknown_Client
UTI00065014VFFNBY8OKW9O6PQ0TQVG,7639623.44,Client_158
UTI00044169JHKGEGBOJ60074JG2XHS,6954532.52,Client_409
UTI00019376WN59IEM4WOHVIH7E6QMH,9640210.31,Client_103
UTI001047500TT7EJ9D2UVE2XI0YR6A,2107053.2,Client_482
UTI001471841GKX7D0QALT0Y5FNKMXV,7188128.55,Client_468
UTI00068304WT58R0SMQ1HLJUXN53JT,5168245.19,Client_338
UTI00012828744324QQ4DMUDMWJQG9Z,3603194.1,Client_1
UTI00075866T90W31LN0THBFIKD1Y8N,7017338.94,Client_404
UTI00029756B96EAF7OKVGFUG0J6SO6,2602386.55,Unknown_Client
UTI001267221SLM4JTJVBR23EGEFP7G,5076478.73,Client_203
UTI00018728E0AF6T6V7JBMJXSK30NV,7439722.02,Client_266
UTI00066203ATW00DG2H4Q4SPX7BST4,7107417.52,Wrong_Client_54
UTI001150635KEEXLC7O2GIL2L7JLS1,523815.94,Client_45
UTI00010356R5LF7FTDCA2AYSU8HZOZ,6618315.29,Client_374
UTI00004859N0MKDIX7M4RPJ9EHYYM3,7443815.79,Client_455
UTI00039051AEWZQUSWBL1LAQ1QG5D9,289432.81,Client_123
UTI00071127U7Y00CHDPPKXRK3F24K2,2650418.85,Client_425
UTI00133182PZ6UN6R5V70KCPZ6Z6HY,4072472.41,Client_343
UTI00144000A7WAA4GGCCY6AISVX6AG,9861949.03,Client_253
UTI00146987BXCMK0FMYELYZKXC3N10,7751545.43,Client_25
UTI00084589K8QQJV1P6S7PQI9XPVYI,5718343.46,Client_389
UTI00055796SBSQFKVIB9H3R1Y3T7FT,2835008.93,Client_285
UTI000347062EIJ1HNUMWFRRAZ0JMHX,5195751.24,Client_94
UTI00067426S7YLPUENPB9B3JGOEZOP,1000000.0,Client_62
UTI00065342G2185Q8S9BO4C2PAKY4I,6877796.14,Client_11
UTI00121854ROI178WDGRVP8EF3GVOD,8672969.52,Client_104
UTI00084206MFIXKAE7OGMKQ8RL01LK,9700475.15,Client_226
UTI000282671E3DSOW45LZFHRJF38JX,5599517.02,Client_187
UTI000870323YDNIROD1LWQ486KWIIP,8895483.28,Client_402
UTI00005356JTT92LT4HVC336IIK21W,3741191.77,Client_144
UTI00006874SMWVDZFKZBNZKSXKB8RF,315653.15,Client_347
UTI0002260919KKA1GTMDK880VGJJUY,915330.69,Client_270
UTI00113435ABLCLLITVBYLOQ8WYFIS,6911972.34,Client_297
UTI00053657MHK7DVKT5OQKP34V9DCN,247682.21,Client_55
UTI00141313KMOO29UF2AZG10OOTWXF,9430961.81,Client_64
UTI000524767267SR47TWA5LT9W0AZ3,7429720.15,Client_283
UTI001437678CFRSDFDHKCNSMGE5RBD,2170963.47,Client_93
UTI00027632X66VTUJKBD8MCDH7VM09,4506600.28,Client_325
UTI000619737LPIRBB5HAQITDO1PNBN,6107473.11,Client_239
UTI0010628001F2QV1US76XSQA5CXM5,6260047.28,Client_290
UTI00010400TV5PQZQL5BC3OGF9FTBF,9311466.74,Client_450
UTI000802913WN7K08OOL0MND28RX0R,1000000.0,Client_111
UTI00141051N4K8L7ACPSD8TCUATCCB,8673201.75,Client_2
UTI00050483PP5OTQM3TBYTRR27PYIA,2386557.33,Unknown_Client
UTI00023074291XK2428SJZ2BA7866C,1065225.43,Client_368
UTI00084129E6EFGAKGMWDMS0PXJR57,9648382.58,Client_367
UTI00060346NJ6GR5ZUZSPBGFWQIEKB,8891950.47,Client_311
UTI001142211OPZCP5MDAL23517M5ZR,911150.69,Client_69
UTI00125374W1KKJM5O012U9JBIDFY0,2959479.79,Client_315
UTI00026736E5H745Z2SRHDZZK33SHJ,9338747.67,Client_124
UTI00087978PCYOU1M25EFRYDL5VTGZ,3688316.69,Client_5
UTI001424053MH669RLFVHM1NI732LY,5936361.36,Client_296
UTI00064106VI0FVGJK5NZOXUWKIXK8,1759307.98,Client_262
UTI000732080S49ZUACXSQ1KBI87S7A,3097890.34,Client_246
UTI0013545295C1W04LHYBYKK0AL7O0,5690300.44,Client_154
UTI00148414VRGYJ9WKZZ0S9TG4EYYY,2258638.9,Client_233
UTI00123742JH5XRQPLQGDIFPT6SUE5,4922058.57,Client_491
UTI00126116YX5M68K12DPL5UJI9Q7V,9751336.03,Client_180
UTI001315398S99HLWINXONZR39JL4S,3143457.63,Client_230
UTI00110087V3L094WID8QDEMYLTAZV,615274.53,Client_155
UTI00087390J2FI7RTTLAC3PNF6U1M9,570535.08,Client_32
UTI00056251WSPV7YMQ2AP1A552NMXN,7822850.12,Client_64
UTI000048999DA5KI320VVLXNTX986N,4628717.86,Client_458
UTI000244280K7SMZQEUNNHY7Z6XJQX,673623.94,Client_209
UTI00002956PURDFM3XADHM64VC32QN,7527903.64,Client_22
UTI00006549OERT0BL5MSQXYW52FH59,179718.28,Client_467
UTI00147525BAZIOQJTF3XVUTPWWBVP,5911182.78,Client_453
UTI00080216FODSMYB694RODPD8OFW5,4054859.14,Client_337
UTI00062372FK8KS3M6L0K6OD3UHOOV,7258238.11,Client_235
UTI00119974BWGEZ0YF23KZHPE664ZD,4782156.97,Client_477
UTI00035371TIHVC64GZ9DVBLUINQTZ,5389579.68,Unknown_Client
UTI00096784DSXZ2ZW79Y6H0O0795N3,7205505.36,Client_378
UTI00040613QD0TDH1PB3W2TI7IA4BP,6845048.98,Client_436
UTI00130945WO6VVAP93JWZXKF0GR25,5830450.87,Client_271
UTI000134738QMSOBENUFIG9BZC0WTU,3268910.65,Client_254
UTI00067877XKBFBN6YBFFDTENZ115I,7602800.31,Wrong_Client_339
UTI00090327WMEVFCQF2HVQAKLMVN75,9215173.12,Client_356
UTI000873324N0KKYTO40DOJ2MT51TY,6933831.3,Client_427
UTI00009311EWVVILM091II8ERKF9G0,6725975.81,Client_400
UTI00037254Q1B1TW40J32XETXLAXFZ,5132629.63,Client_414
UTI001068260DR0K7C54FJ6ZR01QO4V,7371964.74,Client_146
UTI00059126SRBK8DTO09VURG5GUNPB,5008847.47,Client_385
UTI00052798ZISPBH1VPMOYKWFO4Q0U,2226686.84,Client_73
UTI00015447LCYFT5CDZQMYV90NRUYW,2742272.24,Client_364
UTI001032535ODMZ0E4FB7GFB9GE84W,9105182.8,Client_340
UTI00018739AKBK60ROFND0FVRJ7MG0,3572164.89,Client_2
UTI00109476DA2Q0EMR1D866RZX2FR8,6032101.15,Client_382
UTI000010430V5VYK7CF2J4L3VV7RMN,746274.25,Client_358
UTI00072750QGWTV5PG86Q0GBEQK70H,9687485.21,Client_387
UTI00066427OCGCD7LGT3XU3D95GYZA,7449042.91,Unknown_Client
UTI00145908AIIHNGW508Y5DWVG93LU,2518531.38,Client_351
UTI00056673VZ0IY62GQICYJG5GAI3G,4404360.7,Client_79
UTI00061447J4VBYN8X1ZIUOSXXRULF,2065773.2,Client_299
UTI001138938WKX9OBVN4SN215UXFXM,9101162.56,Client_481
UTI000971624M9FTJNV2Q86UNQC0DAT,9942514.51,Client_235
UTI00008751TWZ8655XIJNAMW8HDUZF,3009732.9,Client_283
UTI00059320TR9HSGX6J109B90KS6EB,7041428.38,Client_211
UTI00099944A8A3HZ2YN6SMZ4YZDHJM,2048379.92,Client_326
UTI00092738H04M0IIP4NS424CEOO9H,7651467.74,Client_26
UTI001180635VG6JK0DIM08V8O3TVUQ,7879913.63,Client_62
UTI00130201O0HWA0Q56K982PV0FS6Q,8338618.94,Client_426
UTI0006674570VFSG6YLBW96NMP5XX8,8066385.6,Client_239
UTI000468166FFZP8IH7A1ZZMCN0LVP,8599465.3,Client_248
UTI000629200SVZK2FFVPDNIMHBJIBV,3686726.62,Client_33
UTI00018810NZIDM5OY9TUWM2FLI920,8982370.85,Client_73
UTI00041638D3OZLNZNLRDF99P8OQHU,7825998.24,Client_19
UTI00115467YGDLGTPG8JBPO30CKZFF,9081703.83,Client_427
UTI00027525H4L4HXKWHAOWR04B7HB1,9973965.43,Client_388
UTI00104631BKZ6A0WP7S6MUG1G4L6L,2660836.71,Client_121
UTI000110286LC69XKXS19INI04YFDK,6354424.08,Client_306
UTI00084706XXZXQGPD7MJ6VXQXIW3P,8324298.55,Client_429
UTI00001751BPZJLZRPMHE7H03URPJQ,9311035.07,Client_466
UTI001478087HBSNESAM6DZ93T56ZH8,7548873.73,Client_429
UTI00108613QI54LWKEGQY0L2K3W3N8,6883534.21,Client_452
UTI00071015MQF1HR383E8708C766YT,242243.13,Client_320
UTI00116089PJHMNNJZ4O2FB7TW21ES,9203510.69,Client_247
UTI00120155R45H62DYHOIZ8X5HPLTH,3542618.6,Client_417
UTI00077674LUDLFIDWEVANOTY118IW,7158944.33,Client_133
UTI00139011R4CD8CLVVNYT2BIAY695,7758226.06,Client_314
UTI001313626V9GMG25PZPPJ4V43RIK,9203255.34,Client_102
UTI00047982Q4P9AO7T9E6H5CEP93PM,354372.13,Client_470
UTI00135089T6GN27KGX3O1RRIWFC66,4025058.01,Client_134
UTI00105581TMNOTVZFO2X5ORFYBC65,1119340.63,Client_245
UTI0011881046T3VNRQGISJ7ZTUWOUO,3555572.2,Client_170
UTI00011460FNO1BT73RYKWAQTIJG8Y,9194433.43,Client_389
UTI00100077LHNSXGFQQIV3WHB7C6OX,2071924.35,Unknown_Client
UTI00007801AWZJYNABK9NNTK19NLZG,7566905.4,Client_269
UTI000707420NN2FEDHWM3N9X4E32BK,3831127.23,Client_120
UTI000927362A7Q9PQA6STTSWM1NCAN,813059.29,Client_230
UTI00107543585K6YGLS0BS5WDGOZ8R,6394419.95,Client_500
UTI001262129LBBIF7PBFZX3XEJ6U1A,4576894.07,Client_135
UTI001345027N2PAZ23WUJVPZF596CR,1864079.85,Client_328
UTI001236091ZWVZ51KOM5QKYD2PI8O,7438832.3,Client_494
UTI00144995TQVCLKIVNGQCCJQ7612K,5778388.42,Client_6
UTI00037474KHD3U796B02R80626TIZ,547289.98,Client_411
UTI0004149848GFJDI6P7AR414HKWFL,7330414.03,Client_163
UTI00124990YIZ4NEE66DO39F28JAE3,2278130.67,Client_198
UTI00085921TYPJYB2DT5TOX7RBTYXB,3061338.51,Client_133
UTI001279498AQ7VNNIR2O88L0Q6LON,9906828.81,Client_378
UTI00027199SBAMUC5ZRR51KWQVI3HG,929799.59,Client_175
UTI000862785403GWLRFFICJ814VZDF,9558684.88,Client_477
UTI000858037A6K703S4YUUBGDO14K7,7380993.32,Client_375
UTI00002221UDSX31FBS5T49BX8UTT7,2502297.91,Client_246
UTI001189745D369CGVB8OY6KXPI4YP,4932135.21,Client_285
UTI00056738ISMPE1WMKCD8FTIM4M1P,6431933.69,Client_29
UTI00071272DCKWKSNJA6YU4QH8PU18,7449416.77,Client_109
UTI00111744T8MIHSJG3RGCJWWJP985,1808109.82,Client_75
UTI00053593XDIGYJMFHGZY1T2FCJWE,2992618.36,Client_125
UTI0005040569HX85PDWAP6KUTAW2V7,9472961.09,Client_108
UTI00097375OXDY0ELUZXVQE9G7VWIB,8311816.13,Client_322
UTI00016526BZ6WPUPCBUXOFWCWHEQW,3484833.82,Client_289
UTI00044489HGKRGAISFFWVIT3G2VFW,9555900.15,Client_77
UTI00039279TAV7LKMC3A9C6FR4OD1L,8084143.88,Client_117
UTI00132739P6B7KWHTLS61XYFZ2CLC,4696449.31,Client_200
UTI001023624YP6IQY6IGY62IBDCGJU,4998557.26,Client_16
UTI00035394PLZVYRJZC1MOQQKQJ16E,6236214.05,Client_329
UTI000005101DXKXB4RVWJVEYJE8SI3,4932165.97,Client_221
UTI00040275WSNUVN39MQYD1RMLDN23,4803271.46,Client_131
UTI001488457ID63A8OMRGTQO381104,6934749.44,Client_165
UTI00119265O8ZVEX9OWGK5FDTL7GCG,6946044.24,Client_439
UTI00137976H91WZ8OZIM9M7Y1MDA9O,4384284.4,Client_493
UTI000193548G2GRE8NF34G8E779S51,3164859.19,Client_498
UTI0009228103NAZRIOFW8VYLPAOT10,9795167.89,Wrong_Client_432
UTI00034582PIO3UV8JNNMZTWOFWL8R,4620609.54,Client_236
UTI00011529A2GJAS1GTI5KX7M51KXR,5497297.15,Client_16
UTI00038692CDBP8ZERYK4YSYGI5PTJ,4925977.22,Client_474
UTI001299682U2QOZEZ25JI5MQCZGO0,9074716.62,Client_48
UTI0006932642SXTX4384ATGLKWJQG4,8982105.94,Client_99
UTI00090232LKH5IH6UQBA4Z15DBXCR,3403065.45,Client_311
UTI000337151BQK6TPB32TA847TSTWM,1774611.2,Client_422
UTI00118375JW3MS79F52XRV8CNKZP0,7856202.96,Client_237
UTI00137240UUITE0IVHUSROVFRXCGA,3290194.14,Client_277
UTI00046805HMDJTYSZM5N1F9AG98VT,4418459.58,Client_377
UTI00140573T02IY4U1DKU1UI0P25XZ,2738075.27,Client_43
UTI00011268OXN6XCNB1J0CY97L16WV,2056573.59,Client_460
UTI001466201TF2T8R54UHHPUZ2VGND,9149864.95,Client_201
UTI00028793CJ0ODT19BCRSR735T62S,4313694.09,Client_482
UTI00038354GJ3EGUVON0HFL96IDVDA,8662141.88,Client_240
UTI001140373F8LVFU7EZSFRCTZI0NW,7551373.87,Client_237
UTI000443462VONS5ACO6ZDVY01GRW8,5891132.11,Client_42
UTI00052434LIP1XRL5BO46H0DZN4BK,1628037.03,Client_101
UTI00093297Z70BMGHSH4V2PXMP617C,2241953.44,Client_198
UTI00019123UM6J1QLZZM7KCDJSQ8ZS,3380849.13,Client_432
UTI000250377K0JSCROLIPQFNU3BTC0,3271029.47,Client_285
UTI001060617NKS7F17HPTBW5N33H6K,2437415.18,Client_356
UTI00023602CJ6V8ZPD0BOM6F61F1RV,1155795.07,Client_155
UTI001084021MYMFCKT16RZ14TSH91Q,7621727.88,Client_21
UTI000891613NRZ1EL7ML7E9UJF9FZN,1944663.33,Client_244
UTI00013668ZG2Y2U450S5SX9SDD2FM,7993281.83,Wrong_Client_72
UTI00051850DJYOHIUYQ9HCASKGZECS,3179757.32,Client_373
UTI00085721NY3RN5UDM3B3HIDW8B5G,4735488.81,Client_229
UTI00021241R6Z0XI5R1LI1UHZPOO57,9372683.91,Client_492
UTI00013940CDMUK0J39QZQ64RY8WY9,9463937.44,Client_229
UTI000713881KJBYHTT3V37FIBGPCRE,3484389.27,Client_259
UTI001156197PGS9QHWYHHCW54A6IGG,6076086.91,Client_444
UTI00033857H0OM69TZS6RO5FI3X8OA,4216433.15,Client_82
UTI00039321T10T77HGAV2B4V3TQGSM,2839675.59,Client_431
UTI00072295TA9LRMYBMV4YBSQB2PXK,273348.45,Client_176
UTI00003788XZNCNZH6P5JVDIC1EJ7U,9293711.9,Client_48
UTI00143654NWWTDAVTC08M05SC0DVV,4075569.08,Client_235
UTI00066402AM8LRXZHPZAFIRT4A832,6159986.08,Client_295
UTI00139716EWOHXJ59EPEDOZE01EJB,7673201.55,Client_55
UTI00000004ALA753LC58DRC11ERTJ5,2254726.4,Client_127
UTI00081661EX9JBA9W1ZZKBVXU26AO,582928.81,Client_463
UTI00089614TV8Z96XSWSYKWPEDLMSA,5044347.74,Client_408
UTI000601391302VK5QYZ5OB0S3V06G,2766235.89,Client_90
UTI00043228USH633UW3MNZ7E1YASKF,7449663.48,Client_285
UTI0012709815QRL865UCF5IJMVYY1K,6325617.44,Client_471
UTI00040351QAE5FMAXCPNMIQTWBM0Z,8839195.97,Client_20
UTI00100971VVI72JA5ZZ8D839EEK55,5634271.47,Client_105
UTI00116931U0NE7KGLXO1TBNXSZZAK,7209169.8,Client_305
UTI001441069K47M1MYQTVXNM54OYS9,397591.99,Client_205
UTI00046445DBPPJUNVCFJCBBJMJS0V,3514577.77,Client_403
